trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emotion,instructions_resp.keys,instructions_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,2.3765721719246358,1,001,2019_Feb_07_1418,video_rater,3.0.3,61.214084181591105,
