trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emotion,instructions_resp.keys,instructions_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.6846563230501488,1,001,2019_Feb_07_1424,video_rater,3.0.3,59.826762649369556,
