emotion,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_resp.keys,instructions_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.33486684190575033,1,001,2019_Feb_07_1418,video_rater,3.0.3,59.08809563880756,
Grumpy,0,0,0,0,,,1,001,2019_Feb_07_1418,video_rater,3.0.3,59.08809563880756,
