trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,moviefile,instructions_resp.keys,instructions_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,space,0.5741774579510093,1,001,2019_Feb_07_1428,video_rater,3.0.3,60.67762674522712,
